datetime,hour,day,solar_irradiation,ambient_temperature,solar_energy_generated,energy_consumption,net_energy
2026-09-01 00:00:00,0,1,0.0,16.633702907606473,0.0,0.294576687342177,-0.294576687342177
2026-09-01 01:00:00,1,1,0.0,19.218143697060665,0.0,0.23427636069288474,-0.23427636069288474
2026-09-01 02:00:00,2,1,0.0,14.05228707483807,0.0,0.35241942212656663,-0.35241942212656663
2026-09-01 03:00:00,3,1,0.0,16.22991556839003,0.0,0.3321999737921271,-0.3321999737921271
2026-09-01 04:00:00,4,1,0.0,17.078144148529212,0.0,0.3967128159588834,-0.3967128159588834
2026-09-01 05:00:00,5,1,0.0,17.009701071449687,0.0,0.34071313040930085,-0.34071313040930085
2026-09-01 06:00:00,6,1,0.0,18.752724639442626,0.0,0.4243210893658403,-0.4243210893658403
2026-09-01 07:00:00,7,1,0.0,20.279040353208046,0.0,0.8340958428475311,-0.8340958428475311
2026-09-01 08:00:00,8,1,33.624376406380236,22.298447427267295,0.15130969382871107,0.6837692101065306,-0.5324595162778195
2026-09-01 09:00:00,9,1,186.82970911980556,20.763807482135615,0.840733691039125,0.6094966614186731,0.2312370296204519
2026-09-01 10:00:00,10,1,315.8565252031922,22.376479448121042,1.4213543634143648,0.485128020833548,0.9362263425808168
2026-09-01 11:00:00,11,1,487.3704791728391,21.145175487241954,2.193167156277776,0.4223663021912776,1.7708008540864983
2026-09-01 12:00:00,12,1,556.4300221551836,23.713873779695916,2.503935099698326,0.5549946935095063,1.9489404061888196
2026-09-01 13:00:00,13,1,747.6684179273327,23.884473186208226,3.364507880672997,0.37654153146861463,2.9879663492043824
2026-09-01 14:00:00,14,1,657.8362809686602,23.22156066616457,2.9602632643589706,0.4335271969507062,2.5267360674082644
2026-09-01 15:00:00,15,1,706.203561908096,24.150483026273985,3.177916028586432,0.4202574234405772,2.757658605145855
2026-09-01 16:00:00,16,1,607.3786249576865,24.14171412734293,2.733203812309589,0.5448540140291873,2.1883497982804014
2026-09-01 17:00:00,17,1,493.77986576306546,24.517154155540833,2.2220093959337945,0.4238612533679739,1.7981481425658206
2026-09-01 18:00:00,18,1,433.7254539627223,22.59113188745925,1.9517645428322505,0.9015669568118014,1.050197586020449
2026-09-01 19:00:00,19,1,163.23708175270315,23.892850940885296,0.7345668678871642,0.9165725409725445,-0.1820056730853803
2026-09-01 20:00:00,20,1,0.0,26.613640760707458,0.0,0.9286966140815475,-0.9286966140815475
2026-09-01 21:00:00,21,1,0.0,25.33987784620338,0.0,0.9247622711203058,-0.9247622711203058
2026-09-01 22:00:00,22,1,0.0,23.61211668447992,0.0,0.7269576395109866,-0.7269576395109866
2026-09-01 23:00:00,23,1,0.0,24.177817299867304,0.0,0.3841222844362787,-0.3841222844362787
2026-09-02 00:00:00,0,2,0.0,15.833044068469992,0.0,0.3135149695906509,-0.3135149695906509
2026-09-02 01:00:00,1,2,0.0,17.13631646682424,0.0,0.3795613049453515,-0.3795613049453515
2026-09-02 02:00:00,2,2,0.0,17.83858959490665,0.0,0.3815276915569288,-0.3815276915569288
2026-09-02 03:00:00,3,2,0.0,18.129261355239112,0.0,0.2741312288105659,-0.2741312288105659
2026-09-02 04:00:00,4,2,0.0,18.199740754623924,0.0,0.354921314853471,-0.354921314853471
2026-09-02 05:00:00,5,2,0.0,17.99148684032865,0.0,0.2147145013573977,-0.2147145013573977
2026-09-02 06:00:00,6,2,0.0,20.936819251379127,0.0,0.5203666365305789,-0.5203666365305789
2026-09-02 07:00:00,7,2,0.0,18.24452481042711,0.0,0.6740672872404555,-0.6740672872404555
2026-09-02 08:00:00,8,2,37.786424910736656,19.864506981188818,0.17003891209831495,0.6617633580864456,-0.49172444598813064
2026-09-02 09:00:00,9,2,220.6769726718852,21.400304119646563,0.9930463770234835,0.7309512549695762,0.2620951220539073
2026-09-02 10:00:00,10,2,255.14270607086814,20.410379077660373,1.1481421773189067,0.4138030087192868,0.7343391685996199
2026-09-02 11:00:00,11,2,507.29363354725444,22.773672334749914,2.282821350962645,0.33492628840716365,1.9478950625554812
2026-09-02 12:00:00,12,2,670.7318498196371,21.046088816782067,3.018293324188367,0.5622698880438544,2.4560234361445126
2026-09-02 13:00:00,13,2,642.5311290984162,23.67620846516179,2.8913900809428728,0.36173279517902945,2.529657285763843
2026-09-02 14:00:00,14,2,670.545425372492,21.16974890302303,3.017454414176214,0.3420366680055009,2.675417746170713
2026-09-02 15:00:00,15,2,784.2291076694561,23.24794756596437,3.529030984512552,0.5980475247971038,2.9309834597154483
2026-09-02 16:00:00,16,2,675.91451695452,19.94276849792552,3.04161532629534,0.3168132785575063,2.7248020477378336
2026-09-02 17:00:00,17,2,410.7347978415411,22.25548620189839,1.8483065902869347,0.40453863977029547,1.4437679505166392
2026-09-02 18:00:00,18,2,301.56311256185825,22.845996217970765,1.3570340065283621,0.9639240675187797,0.39310993900958247
2026-09-02 19:00:00,19,2,144.71785011965403,20.665411469871472,0.6512303255384431,0.9746256292489575,-0.3233953037105144
2026-09-02 20:00:00,20,2,119.17486504785678,24.80740012287238,0.5362868927153556,0.8753289982803828,-0.33904210556502723
2026-09-02 21:00:00,21,2,0.0,22.748524536777573,0.0,0.7860993989636814,-0.7860993989636814
2026-09-02 22:00:00,22,2,0.0,24.434524531163095,0.0,0.8328068529308426,-0.8328068529308426
2026-09-02 23:00:00,23,2,0.0,23.517430198068755,0.0,0.5626910823711531,-0.5626910823711531
2026-09-03 00:00:00,0,3,0.0,15.018895701833335,0.0,0.25982399900929076,-0.25982399900929076
2026-09-03 01:00:00,1,3,0.0,14.39824688701963,0.0,0.27918893367335545,-0.27918893367335545
2026-09-03 02:00:00,2,3,0.0,17.468404333625653,0.0,0.23494007985612378,-0.23494007985612378
2026-09-03 03:00:00,3,3,0.0,15.9463636049668,0.0,0.3928017194521189,-0.3928017194521189
2026-09-03 04:00:00,4,3,0.0,21.34115043551088,0.0,0.2222037158602007,-0.2222037158602007
2026-09-03 05:00:00,5,3,0.0,17.177601180363073,0.0,0.33073933283867096,-0.33073933283867096
2026-09-03 06:00:00,6,3,0.0,16.811101904061466,0.0,0.40462874686737876,-0.40462874686737876
2026-09-03 07:00:00,7,3,0.0,19.03782570829221,0.0,0.6990289826450832,-0.6990289826450832
2026-09-03 08:00:00,8,3,0.0,20.773422158875388,0.0,0.7300252154216076,-0.7300252154216076
2026-09-03 09:00:00,9,3,171.83676987809136,18.71073851441775,0.7732654644514111,0.7291820742551577,0.0440833901962534
2026-09-03 10:00:00,10,3,381.63931649345733,20.421734018443008,1.7173769242205579,0.32984520765579084,1.3875317165647671
2026-09-03 11:00:00,11,3,603.9761446617905,18.651185844663853,2.717892650978057,0.5146100111054572,2.2032826398726
2026-09-03 12:00:00,12,3,743.4501359124317,21.73894375777013,3.3455256116059426,0.36935110526284975,2.976174506343093
2026-09-03 13:00:00,13,3,561.8697727934355,22.90696899598878,2.5284139775704597,0.40112495460635705,2.127289022964103
2026-09-03 14:00:00,14,3,779.9556575088025,25.92515460029774,3.509800458789611,0.5203236058637983,2.9894768529258124
2026-09-03 15:00:00,15,3,700.2005732881006,23.97187423598467,3.1509025797964525,0.47552925817539643,2.675373321621056
2026-09-03 16:00:00,16,3,672.0281079001871,21.759493663156377,3.024126485550842,0.4593455386903589,2.564780946860483
2026-09-03 17:00:00,17,3,476.46997361858234,22.55677118926929,2.1441148812836204,0.40847567643724625,1.735639204846374
2026-09-03 18:00:00,18,3,399.0298925607697,20.336482882739592,1.7956345165234637,0.783719402378378,1.0119151141450857
2026-09-03 19:00:00,19,3,259.44147410304583,22.804544467397005,1.1674866334637064,0.9125328167835736,0.25495381668013284
2026-09-03 20:00:00,20,3,5.427742543634063,24.72177254470963,0.024424841446353287,0.9145197985582202,-0.8900949571118669
2026-09-03 21:00:00,21,3,0.0,23.25271061266402,0.0,0.8032771147485872,-0.8032771147485872
2026-09-03 22:00:00,22,3,0.0,21.24669908650926,0.0,0.720474674096189,-0.720474674096189
2026-09-03 23:00:00,23,3,0.0,23.3882507807717,0.0,0.4996682963266543,-0.4996682963266543
2026-09-04 00:00:00,0,4,0.0,15.417216873222895,0.0,0.32742058312861505,-0.32742058312861505
2026-09-04 01:00:00,1,4,0.0,18.05218295246846,0.0,0.3399603136696101,-0.3399603136696101
2026-09-04 02:00:00,2,4,0.0,16.751685350040894,0.0,0.36705189483060896,-0.36705189483060896
2026-09-04 03:00:00,3,4,0.0,17.708248938680267,0.0,0.23251451548483595,-0.23251451548483595
2026-09-04 04:00:00,4,4,0.0,17.693913371996015,0.0,0.25884701660303616,-0.25884701660303616
2026-09-04 05:00:00,5,4,0.0,18.96715083898057,0.0,0.26633096232076475,-0.26633096232076475
2026-09-04 06:00:00,6,4,0.0,18.597153657169912,0.0,0.5859637051156947,-0.5859637051156947
2026-09-04 07:00:00,7,4,0.0,21.677176263871303,0.0,0.8481442591078178,-0.8481442591078178
2026-09-04 08:00:00,8,4,71.18327939924627,20.43222806038011,0.3203247572966082,0.8406898391553451,-0.5203650818587369
2026-09-04 09:00:00,9,4,255.44083816820205,23.4268558336292,1.149483771756909,0.748864633794889,0.4006191379620201
2026-09-04 10:00:00,10,4,370.80066659290776,21.785360638920963,1.668602999668085,0.41773658698062877,1.250866412687456
2026-09-04 11:00:00,11,4,542.3698474521584,22.311987431876183,2.440664313534713,0.47645564457115364,1.9642086689635592
2026-09-04 12:00:00,12,4,561.4489946088056,24.25246560843763,2.526520475739625,0.5763124204768082,1.950208055262817
2026-09-04 13:00:00,13,4,704.4923251318395,22.898137185760422,3.1702154630932777,0.500073964257945,2.6701414988353327
2026-09-04 14:00:00,14,4,788.9110624660991,24.56876165550179,3.5500997810974457,0.34803573651036324,3.2020640445870825
2026-09-04 15:00:00,15,4,656.646969804173,24.965060339595347,2.9549113641187783,0.35502890495836137,2.599882459160417
2026-09-04 16:00:00,16,4,673.4453829510995,25.635776180539914,3.0305042232799475,0.5785345020742929,2.4519697212056544
2026-09-04 17:00:00,17,4,471.1076024498496,25.891660586361734,2.119984211024323,0.5049002159503517,1.6150839950739713
2026-09-04 18:00:00,18,4,283.5278726817416,24.305310658642604,1.2758754270678372,0.7977906551947646,0.47808477187307263
2026-09-04 19:00:00,19,4,162.13863460915155,24.711650556604393,0.7296238557411819,0.7016165512671225,0.028007304474059413
2026-09-04 20:00:00,20,4,33.1819101724437,25.058034001387494,0.14931859577599665,0.7647784949849831,-0.6154598992089864
2026-09-04 21:00:00,21,4,0.0,24.212048914496982,0.0,0.831633615646906,-0.831633615646906
2026-09-04 22:00:00,22,4,0.0,25.211007817144583,0.0,0.8758968716612622,-0.8758968716612622
2026-09-04 23:00:00,23,4,0.0,25.45706221076803,0.0,0.5827373259807711,-0.5827373259807711
2026-09-05 00:00:00,0,5,0.0,18.237528854454148,0.0,0.3785436312227727,-0.3785436312227727
2026-09-05 01:00:00,1,5,0.0,14.382657611976573,0.0,0.3207467771603042,-0.3207467771603042
2026-09-05 02:00:00,2,5,0.0,17.220137989557966,0.0,0.2799200806945376,-0.2799200806945376
2026-09-05 03:00:00,3,5,0.0,16.492522659382985,0.0,0.31457852176566703,-0.31457852176566703
2026-09-05 04:00:00,4,5,0.0,15.674544892811642,0.0,0.36876924472916056,-0.36876924472916056
2026-09-05 05:00:00,5,5,0.0,17.86116095422414,0.0,0.27300285146995773,-0.27300285146995773
2026-09-05 06:00:00,6,5,0.0,20.875622190343943,0.0,0.40155111854639447,-0.40155111854639447
2026-09-05 07:00:00,7,5,0.0,21.2297218842152,0.0,0.6145804398715432,-0.6145804398715432
2026-09-05 08:00:00,8,5,29.423664600389415,22.361431291351405,0.13240649070175237,0.6260791051305048,-0.49367261442875243
2026-09-05 09:00:00,9,5,131.85030487875548,20.945847169245653,0.5933263719543996,0.7630864082849489,-0.16976003633054926
2026-09-05 10:00:00,10,5,439.5477998513874,22.67310352426393,1.9779650993312432,0.5374185150370878,1.4405465842941554
2026-09-05 11:00:00,11,5,553.8686599978774,21.89727388197979,2.492408969990448,0.3279664227411383,2.16444254724931
