datetime,hour,month,day,dayofyear,solar_irradiation,ambient_temperature,solar_energy_generated,energy_consumption,net_energy
2025-01-01 00:00:00,0,1,1,1,0.0,5.558690300474501,0.0,0.40479031169591917,-0.40479031169591917
2025-01-01 01:00:00,1,1,1,1,0.0,9.1561392257743,0.0,0.5401271157040733,-0.5401271157040733
2025-01-01 02:00:00,2,1,1,1,0.0,6.819551774090921,0.0,0.30355337149926404,-0.30355337149926404
2025-01-01 03:00:00,3,1,1,1,0.0,8.059938620270186,0.0,0.22738438471900602,-0.22738438471900602
2025-01-01 04:00:00,4,1,1,1,0.0,8.325371921398252,0.0,0.3704725454164408,-0.3704725454164408
2025-01-01 05:00:00,5,1,1,1,0.0,7.243372790208628,0.0,0.3649887503812484,-0.3649887503812484
2025-01-01 06:00:00,6,1,1,1,0.0,9.378293839680461,0.0,0.5149110896495727,-0.5149110896495727
2025-01-01 07:00:00,7,1,1,1,0.0,9.453279809369457,0.0,0.7435677419071144,-0.7435677419071144
2025-01-01 08:00:00,8,1,1,1,120.0568341270096,8.926011738147782,0.5402557535715432,0.6618358909582863,-0.12158013738674311
2025-01-01 09:00:00,9,1,1,1,259.77192194359964,12.161422168985842,1.1689736487461984,0.6360264805533498,0.5329471681928486
2025-01-01 10:00:00,10,1,1,1,376.69692829944086,9.910272892607209,1.695136177347484,0.40615132387488984,1.288984853472594
2025-01-01 11:00:00,11,1,1,1,415.9205843193668,10.64668447660941,1.8716426294371507,0.4766075563917898,1.395035073045361
2025-01-01 12:00:00,12,1,1,1,408.9968512681862,12.007496407707235,1.840485830706838,0.49198372360547116,1.3485021071013668
2025-01-01 13:00:00,13,1,1,1,446.6574178869332,10.698285721349363,2.0099583804911996,0.34591508511928515,1.6640432953719144
2025-01-01 14:00:00,14,1,1,1,505.7405667388769,11.334002529839397,2.275832550324946,0.48486276086416646,1.7909697894607794
2025-01-01 15:00:00,15,1,1,1,431.43522924513366,11.986223249496543,1.9414585316031012,0.3325727248540089,1.6088858067490923
2025-01-01 16:00:00,16,1,1,1,315.80628687844217,10.298269814001305,1.4211282909529899,0.32614936945330536,1.0949789214996846
2025-01-01 17:00:00,17,1,1,1,309.026284491329,13.117903384518222,1.3906182802109806,0.4170168944374623,0.9736013857735182
2025-01-01 18:00:00,18,1,1,1,174.0939837692928,12.79749829289112,0.7834229269618176,0.8243651590418477,-0.040942232080030116
2025-01-01 19:00:00,19,1,1,1,153.7481087732171,12.289269208537036,0.6918664894794769,0.7861411599863911,-0.09427467050691418
2025-01-01 20:00:00,20,1,1,1,0.0,12.030962945873014,0.0,0.7866914477128598,-0.7866914477128598
2025-01-01 21:00:00,21,1,1,1,0.0,13.490589055219772,0.0,0.7973817779870878,-0.7973817779870878
2025-01-01 22:00:00,22,1,1,1,0.0,12.596211840937451,0.0,0.7596449788351011,-0.7596449788351011
2025-01-01 23:00:00,23,1,1,1,0.0,11.117991538653845,0.0,0.39306186738143317,-0.39306186738143317
2025-01-02 00:00:00,0,1,2,2,0.0,8.197889131712362,0.0,0.4459414726766705,-0.4459414726766705
2025-01-02 01:00:00,1,1,2,2,0.0,5.010945947023762,0.0,0.6584566296025798,-0.6584566296025798
2025-01-02 02:00:00,2,1,2,2,0.0,5.960579745435783,0.0,0.4162728223464596,-0.4162728223464596
2025-01-02 03:00:00,3,1,2,2,0.0,7.4560385658015305,0.0,0.3440983619543667,-0.3440983619543667
2025-01-02 04:00:00,4,1,2,2,0.0,6.237263459277584,0.0,0.48168827866772473,-0.48168827866772473
2025-01-02 05:00:00,5,1,2,2,0.0,9.93033170287094,0.0,0.38986243804088966,-0.38986243804088966
2025-01-02 06:00:00,6,1,2,2,0.0,6.424371901404561,0.0,0.4620306394318704,-0.4620306394318704
2025-01-02 07:00:00,7,1,2,2,0.0,9.835474092749706,0.0,0.6612501427502705,-0.6612501427502705
2025-01-02 08:00:00,8,1,2,2,129.34137364018534,8.24189487852421,0.582036181380834,0.8201070459209279,-0.23807086454009385
2025-01-02 09:00:00,9,1,2,2,199.96575628027338,8.5274409725347,0.8998459032612302,0.6497185815970346,0.2501273216641956
2025-01-02 10:00:00,10,1,2,2,206.21148671618658,10.52555119485569,0.9279516902228395,0.47130572705877377,0.45664596316406575
2025-01-02 11:00:00,11,1,2,2,323.92858591899426,9.440072665802155,1.4576786366354741,0.5154856476874086,0.9421929889480656
2025-01-02 12:00:00,12,1,2,2,437.83301932173424,8.376962680802901,1.9702485869478041,0.4554264025745384,1.5148221843732657
2025-01-02 13:00:00,13,1,2,2,490.59058721829257,12.93535102675294,2.2076576424823164,0.404380410280995,1.8032772322013215
2025-01-02 14:00:00,14,1,2,2,548.7152970840617,12.869090725564282,2.4692188368782775,0.33963552281226356,2.129583314066014
2025-01-02 15:00:00,15,1,2,2,465.6986877476804,12.212754962363466,2.0956440948645616,0.38125421147871974,1.714389883385842
2025-01-02 16:00:00,16,1,2,2,481.5273928963964,15.201966501511587,2.166873268033784,0.4255022321631339,1.74137103587065
2025-01-02 17:00:00,17,1,2,2,328.85655060556,15.630434046622742,1.47985447772502,0.40407007135553136,1.0757844063694886
2025-01-02 18:00:00,18,1,2,2,190.91145015486285,12.903801991774424,0.8591015256968828,0.5942398997387609,0.2648616259581219
2025-01-02 19:00:00,19,1,2,2,143.98369042506192,13.153227218364433,0.6479266069127786,0.7463647289842232,-0.09843812207144464
2025-01-02 20:00:00,20,1,2,2,129.56221152607716,12.027201135601997,0.5830299518673472,0.8104536264798393,-0.22742367461249213
2025-01-02 21:00:00,21,1,2,2,0.0,11.519566177601972,0.0,0.7134004229708903,-0.7134004229708903
2025-01-02 22:00:00,22,1,2,2,0.0,14.062284767660524,0.0,0.9514780800964802,-0.9514780800964802
2025-01-02 23:00:00,23,1,2,2,0.0,12.152056385629187,0.0,0.5030557486998968,-0.5030557486998968
2025-01-03 00:00:00,0,1,3,3,0.0,8.746067543006896,0.0,0.4817149575234667,-0.4817149575234667
2025-01-03 01:00:00,1,1,3,3,0.0,7.539742994537221,0.0,0.41058026132538744,-0.41058026132538744
2025-01-03 02:00:00,2,1,3,3,0.0,6.669028581305589,0.0,0.49736463396727365,-0.49736463396727365
2025-01-03 03:00:00,3,1,3,3,0.0,9.048963612156891,0.0,0.3957965229494501,-0.3957965229494501
2025-01-03 04:00:00,4,1,3,3,0.0,8.348386220833259,0.0,0.4001000843859466,-0.4001000843859466
